"_id","EVENT_UNIQUE_ID","OCCURRENCE_YEAR","OCCURRENCE_DATE","OCCURRENCE_TIME","REPORTED_YEAR","REPORTED_DATE","REPORTED_TIME","DIVISION","LOCATION_TYPE","AGE_BIAS","MENTAL_OR_PHYSICAL_DISABILITY","RACE_BIAS","ETHNICITY_BIAS","LANGUAGE_BIAS","RELIGION_BIAS","SEXUAL_ORIENTATION_BIAS","GENDER_BIAS","MULTIPLE_BIAS","PRIMARY_OFFENCE","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","ARREST_MADE"
569,"GO-2021859797","2021","2021-05-10","820","2021","2021-05-10","957","D53","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","173","North Toronto (173)","104","Mount Pleasant West (104)","YES"
570,"GO-2021867624","2021","2021-05-10","2000","2021","2021-05-11","1431","D12","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","113","Weston (113)","113","Weston (113)","NO"
571,"GO-2021865578","2021","2021-05-11","349","2021","2021-05-11","349","D55","Public Transportation","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)","NO"
572,"GO-2021862686","2021","2021-05-11","125","2021","2021-05-11","125","D23","Medical Facility (Hospitals, Long-term Care, etc.)","NO","NO","None","None","None","Muslim","None","None","NO","Uttering Threats - Bodily Harm","006","Kingsview Village-The Westway (6)","006","Kingsview Village-The Westway (6)","NO"
573,"GO-2021870722","2021","2021-05-11","1821","2021","2021-05-11","1901","D51","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","072","Regent Park (72)","072","Regent Park (72)","NO"
574,"GO-2021890663","2021","2021-05-14","1318","2021","2021-05-14","1611","D32","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","Israeli","None","Jewish","None","None","YES","Harassing Communications","033","Clanton Park (33)","033","Clanton Park (33)","NO"
575,"GO-2021892509","2021","2021-05-14","1110","2021","2021-05-14","1737","D22","Government Building","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)","YES"
576,"GO-2021903644","2021","2021-05-15","1530","2021","2021-05-16","1315","D32","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Assault With a Weapon","039","Bedford Park-Nortown (39)","039","Bedford Park-Nortown (39)","NO"
577,"GO-2021907262","2021","2021-05-15","2100","2021","2021-05-16","2125","D52","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Assault With a Weapon","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
578,"GO-2021898349","2021","2021-05-15","450","2021","2021-05-15","1602","D31","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","021","Humber Summit (21)","021","Humber Summit (21)","NO"
579,"GO-2021900425","2021","2021-05-15","2025","2021","2021-05-15","2045","D52","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","YES"
580,"GO-2021900998","2021","2021-05-15","2200","2021","2021-05-15","2254","D52","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Assault","164","Wellington Place (164)","077","Waterfront Communities-The Island (77)","NO"
581,"GO-2021911402","2021","2021-05-17","1100","2021","2021-05-17","1531","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","105","Lawrence Park North (105)","105","Lawrence Park North (105)","NO"
582,"GO-2021913458","2021","2021-05-17","1745","2021","2021-05-17","1745","D11","Streets/Roadways/Highway","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Uttering Threats - Bodily Harm","088","High Park North (88)","088","High Park North (88)","NO"
583,"GO-2021921486","2021","2021-05-18","1755","2021","2021-05-18","2017","D11","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","087","High Park-Swansea (87)","087","High Park-Swansea (87)","NO"
584,"GO-2021927369","2021","2021-05-19","1430","2021","2021-05-19","1722","D55","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","070","South Riverdale (70)","070","South Riverdale (70)","NO"
585,"GO-2021957429","2021","2021-05-23","1910","2021","2021-05-23","1910","D51","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
586,"GO-2021962565","2021","2021-05-24","1520","2021","2021-05-24","1532","D22","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Assault","009","Edenbridge-Humber Valley (9)","009","Edenbridge-Humber Valley (9)","NO"
587,"GO-2021962023","2021","2021-05-24","1240","2021","2021-05-24","1605","D52","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
588,"GO-2021992486","2021","2021-05-28","1452","2021","2021-05-28","1840","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black, East/Southeast Asian","None","None","None","None","None","YES","Harassing Communications","036","Newtonbrook West (36)","036","Newtonbrook West (36)","NO"
589,"GO-20211013649","2021","2021-05-31","2025","2021","2021-05-31","2146","D51","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
590,"GO-20211009522","2021","2021-05-31","1135","2021","2021-05-31","1135","D43","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","None","None","Woman","NO","Mischief Under $5000","136","West Hill (136)","136","West Hill (136)","NO"
591,"GO-20211023985","2021","2021-06-01","900","2021","2021-06-02","1046","D53","Open Area, Park or Parking Lot","NO","NO","None","Arab","None","None","None","None","NO","Mischief Under $5000","100","Yonge-Eglinton (100)","100","Yonge-Eglinton (100)","NO"
592,"GO-20211021710","2021","2021-06-01","1400","2021","2021-06-01","1439","NSA","Streets/Roadways/Highway","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Assault Causing Bodily Harm","NSA","NSA","NSA","NSA","YES"
593,"GO-20211035664","2021","2021-06-03","2152","2021","2021-06-03","2153","D52","Streets/Roadways/Highway","NO","NO","South Asian","None","None","None","None","None","NO","Assault With a Weapon","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","NO"
594,"GO-20211031689","2021","2021-06-03","1152","2021","2021-06-03","1152","D41","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Assault Causing Bodily Harm","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)","YES"
595,"GO-20211060149","2021","2021-06-04","1400","2021","2021-06-07","1040","D42","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Theft","116","Steeles (116)","116","Steeles (116)","NO"
596,"GO-20211054816","2021","2021-06-05","2307","2021","2021-06-06","1300","D55","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
597,"GO-20211054257","2021","2021-06-05","1530","2021","2021-06-06","1330","D55","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
598,"GO-20211052702","2021","2021-06-05","2300","2021","2021-06-06","839","D13","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","108","Briar Hill-Belgravia (108)","108","Briar Hill-Belgravia (108)","NO"
599,"GO-20211059733","2021","2021-06-06","455","2021","2021-06-07","938","D55","Streets/Roadways/Highway","NO","NO","Black","None","None","None","Gay","None","YES","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
600,"GO-20211061711","2021","2021-06-07","1425","2021","2021-06-07","1426","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Under $5000","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)","NO"
601,"GO-20211188693","2021","2021-06-07","1045","2021","2021-06-25","932","D51","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Uttering Threats - Bodily Harm","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
602,"GO-20211070343","2021","2021-06-08","1700","2021","2021-06-08","1718","D11","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Assault With a Weapon","083","Dufferin Grove (83)","083","Dufferin Grove (83)","NO"
603,"GO-20211069624","2021","2021-06-08","1523","2021","2021-06-08","1559","D31","Public Transportation","NO","NO","East/Southeast Asian","None","None","Jewish","None","None","YES","Mischief Under $5000","024","Black Creek (24)","024","Black Creek (24)","NO"
604,"GO-20211074425","2021","2021-06-09","923","2021","2021-06-09","923","D53","Streets/Roadways/Highway","NO","NO","None","None","Tamil","None","None","None","NO","Criminal Harassment","173","North Toronto (173)","104","Mount Pleasant West (104)","NO"
605,"GO-20211073749","2021","2021-06-09","728","2021","2021-06-09","728","D33","Open Area, Park or Parking Lot","NO","NO","None","Chinese","None","None","None","None","NO","Assault With a Weapon","041","Bridle Path-Sunnybrook-York Mills (41)","041","Bridle Path-Sunnybrook-York Mills (41)","NO"
606,"GO-20211117265","2021","2021-06-10","700","2021","2021-06-15","951","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","105","Lawrence Park North (105)","105","Lawrence Park North (105)","NO"
607,"GO-20211766433","2021","2021-06-12","320","2021","2021-09-15","320","D11","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","None","Gay","None","NO","Criminal Harassment","086","Roncesvalles (86)","086","Roncesvalles (86)","YES"
608,"GO-20211124805","2021","2021-06-15","1001","2021","2021-06-16","1022","D13","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Criminal Harassment","094","Wychwood (94)","094","Wychwood (94)","YES"
609,"GO-20211144896","2021","2021-06-18","2128","2021","2021-06-19","33","D14","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","172","Dovercourt Village (172)","093","Dovercourt-Wallace Emerson-Junction (93)","YES"
610,"GO-20211138631","2021","2021-06-18","833","2021","2021-06-18","833","D31","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","155","Downsview (155)","026","Downsview-Roding-CFB (26)","NO"
611,"GO-20211139526","2021","2021-06-18","830","2021","2021-06-21","603","D11","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","171","Junction-Wallace Emerson (171)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
612,"GO-20211153112","2021","2021-06-19","830","2021","2021-06-20","822","D53","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","103","Lawrence Park South (103)","103","Lawrence Park South (103)","NO"
613,"GO-20211174546","2021","2021-06-20","1530","2021","2021-06-23","1041","D52","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Catholic","None","None","NO","Mischief Interfere With Property","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","NO"
614,"GO-20211159177","2021","2021-06-21","600","2021","2021-06-25","1027","D14","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","095","Annex (95)","095","Annex (95)","NO"
615,"GO-20211524418","2021","2021-06-22","500","2021","2021-08-12","820","D31","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","155","Downsview (155)","026","Downsview-Roding-CFB (26)","YES"
616,"GO-20211202153","2021","2021-06-27","850","2021","2021-06-27","856","D33","Open Area, Park or Parking Lot","NO","NO","None","Chinese","None","None","None","None","NO","Criminal Harassment","150","Fenside-Parkwoods (150)","045","Parkwoods-Donalda (45)","YES"
617,"GO-20211203796","2021","2021-06-27","220","2021","2021-06-27","1300","D31","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","Muslim","None","None","NO","Assault","025","Glenfield-Jane Heights (25)","025","Glenfield-Jane Heights (25)","NO"
618,"GO-20211207470","2021","2021-06-28","12","2021","2021-06-28","12","D51","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","None","Woman","NO","Uttering Threats - Bodily Harm","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","YES"
619,"GO-20211210995","2021","2021-06-28","1200","2021","2021-06-28","1315","D13","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Mischief Interfere With Property","031","Yorkdale-Glen Park (31)","031","Yorkdale-Glen Park (31)","NO"
620,"GO-20211260906","2021","2021-06-30","2359","2021","2021-07-05","1457","D13","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Catholic","None","None","NO","Mischief Under $5000","092","Corso Italia-Davenport (92)","092","Corso Italia-Davenport (92)","NO"
621,"GO-20211228567","2021","2021-06-30","1900","2021","2021-06-30","1900","D51","Open Area, Park or Parking Lot","NO","NO","None","Sri Lankan","None","None","None","None","NO","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","YES"
622,"GO-20211235761","2021","2021-07-01","2126","2021","2021-07-02","1102","D12","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","110","Keelesdale-Eglinton West (110)","110","Keelesdale-Eglinton West (110)","NO"
623,"GO-20211237111","2021","2021-07-02","0","2021","2021-07-02","142","D51","Streets/Roadways/Highway","NO","NO","None","None","None","Muslim","None","None","NO","Mischief Under $5000","072","Regent Park (72)","072","Regent Park (72)","NO"
624,"GO-20211249274","2021","2021-07-03","1645","2021","2021-07-03","1816","D22","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)","NO"
